id,name,aliases,entity_type,risk_category,risk_score,country,date_of_birth,passport_number,national_id,address,phone_number,email,designation,sanctions_list,list_date,status,notes,last_updated
WL_000246,Hoover Inc 266,,Aircraft,Politically Exposed Person (PEP),0.92,Yemen,,,,"148 Arnold Streets, West Triciabury, IN 47686",586.868.4485,avilashannon@example.org,,SEBI,2019-10-11,Under Review,"Ball trouble skin and prove. Yes left with effort full.
Difference here feel listen now mouth. Rich have may executive beyond eight seem.",2025-07-10
WL_000247,Cruz Group 403,,Aircraft,Sanctions Violation,0.92,China,,,,,428.244.4285x030,,,OFAC,2025-02-17,Under Review,"Yard war especially letter I. About low skin task believe no measure. Determine measure general road tonight.
Employee treatment space year discover.",2025-04-01
WL_000248,MV Jason Spence,,Vessel,Sanctions Violation,0.66,Nicaragua,,,,"9093 Collins Mews, Port Natalieshire, VI 89748",,jessica01@example.com,,EU,2021-04-16,Active,"Discussion power crime start about population include. Leader detail sort capital his safe. Final grow moment sing kid.
Real event he cold that buy. Subject large cause most other against ability.",2024-10-06
WL_000249,Rashid-Jeremy Reese,,Individual,Drug Trafficking,0.73,Syria,1958-07-21,,,"02204 Collins Village Suite 266, Martinside, MT 41272",(338)637-4410,crodgers@example.net,"Optician, dispensing",EU,2015-12-03,Under Review,,2025-03-02
WL_000250,Khalil-Laura Wallace,Taylor Crane,Individual,Fraud,0.86,China,1995-11-15,N03297158,,"577 Michelle Heights, Collinsborough, ID 96970",,,Data processing manager,SEBI,2017-12-06,Active,"Skin stop family go themselves. Use receive decision able send paper.
Magazine off plant also style federal according protect. Student feeling fish compare specific medical.",2025-07-05
WL_000251,MV Keith Proctor,,Vessel,Sanctions Violation,0.68,Russia,,,,"69141 Stephen Ridges, Paulchester, FM 18585",,rogerglenn@example.org,,ED,2025-01-05,Active,,2024-09-18
WL_000252,"Carr, Hernandez and Vincent 754",,Aircraft,Tax Evasion,0.71,North Korea,,,,,,,,UN,2018-03-16,Active,,2025-01-22
WL_000253,Palmer Ltd Gang,,Organization,Terrorism Financing,0.86,Mali,,,,,338-785-1137,,,SEBI,2021-11-11,Active,,2025-07-17
WL_000254,"Turner, Nelson and Fields",,Organization,Terrorism Financing,0.8,Mali,,,,,,,,RBI,2020-11-24,Inactive,,2024-08-19
WL_000255,Rose PLC Organization,,Organization,Human Trafficking,0.79,India,,,,"629 Andrea Forges, Lake Jamesview, TX 66747",+1-691-894-8561,,,FATF,2015-10-27,Active,,2025-05-21
WL_000256,Oneal-Atkinson 651,,Aircraft,Tax Evasion,0.67,Yemen,,,,"0580 Aaron Lodge, Garciashire, VT 49457",001-671-245-0608x936,darryl92@example.net,,EU,2024-04-13,Under Review,"Find everybody item him. Thousand various watch.
Six charge cup second health. Rule up debate head price. Might book community recent ago. Anything guy eight positive.",2024-10-13
WL_000257,Hawkins Group 912,,Aircraft,Terrorism Financing,0.73,Belarus,,,,"998 Brandy Locks Apt. 730, Hartchester, NY 62310",837.397.0167,,,ED,2024-10-25,Active,,2025-02-19
WL_000258,Alexander-Mcbride Liberation Army,,Organization,Corruption,0.77,India,,,,,,,,SEBI,2023-02-22,Inactive,,2025-02-22
WL_000259,Tariq-Valerie Pineda,Zachary Franklin; Sandra Sawyer; Janice Mcguire,Individual,Human Trafficking,0.69,Belarus,1965-11-28,,,,,,Equities trader,OFAC,2016-05-02,Under Review,Benefit truth commercial there win dog. Everyone space say themselves toward whole. Agency over he dog seat.,2024-08-12
WL_000260,Janet Hernandez,,Individual,Drug Trafficking,0.8,Belarus,1950-04-18,945056748,,"78808 Wright Meadow Apt. 404, South Miguelhaven, NC 03173",,,Immunologist,EU,2017-12-15,Active,"Sure report reach scene available treat direction. Others purpose mean mind cultural from me poor. House back find.
Factor sister lay war girl. Remain me actually.",2025-01-04
WL_000261,Knapp and Sons Gang,,Organization,Tax Evasion,0.98,Somalia,,,,,,,,SEBI,2015-08-11,Under Review,,2024-11-11
WL_000262,Jessica Cisneros,,Individual,Sanctions Violation,0.61,Pakistan,1957-12-21,E49775680,343-33-3484,"014 Rivera Roads Suite 807, Lake Ronaldshire, OR 81802",,,Veterinary surgeon,SEBI,2024-04-22,Under Review,,2025-07-21
WL_000263,Dixon Group Cartel,,Organization,Politically Exposed Person (PEP),0.79,Sudan,,,,,(398)556-3736x613,kendramills@example.net,,EU,2022-11-22,Active,Measure pick local catch meeting leg large. Push thing who guess finally budget. Minute wind meet soldier these message risk.,2025-06-13
WL_000264,Campbell Ltd,,Organization,Human Trafficking,0.76,Iran,,,,"5427 Green Ports, Justinbury, TX 67054",(201)479-6415,,,FATF,2020-03-08,Active,,2024-09-19
WL_000265,Thompson LLC Gang,Macdonald and Sons,Organization,Fraud,0.76,Somalia,,,,"789 Tina Cliff Suite 613, West Kellyton, NJ 27476",841-508-6882x017,kerriclark@example.org,,SEBI,2020-10-08,Under Review,,2025-05-06
WL_000266,Anna Smith,William Clements; Kim Medina,Individual,Politically Exposed Person (PEP),0.94,China,1951-07-01,,,"Unit 1301 Box 2255, DPO AP 27413",,,,ED,2019-10-25,Inactive,"Well glass us scene.
Animal people husband which while sort. Risk impact house political fly plant push her.
Stop down want cold whatever art. Read role stand less visit particular.",2025-03-11
WL_000267,Sanders-Dennis 902,,Aircraft,Corruption,0.78,Russia,,,,"7877 Beck Forge, West Patriciaview, OR 86816",,,,FATF,2021-10-29,Under Review,,2025-06-06
WL_000268,"Johnson, Chen and Landry",,Organization,Money Laundering,0.64,Nicaragua,,,,"022 Williams Dale, Melissashire, OH 96673",001-690-524-4799x6098,,,EU,2025-05-20,Inactive,"Morning bad fire. Human interesting factor important floor tend face. Explain argue thought professional.
Image represent baby sometimes. Summer season bill pressure. Man community short.",2024-12-07
WL_000269,MV Christine Roberts,,Vessel,Money Laundering,0.93,Syria,,,,"792 Anthony Drives, East Jeffrey, OK 55375",,,,SEBI,2018-09-14,Under Review,,2025-01-13
WL_000270,Hernandez Inc 517,,Aircraft,Sanctions Violation,0.75,Russia,,,,,+1-403-436-9691x955,amoon@example.org,,SEBI,2018-07-06,Inactive,,2025-05-22
WL_000271,MV Christine Gomez,,Vessel,Corruption,0.86,Syria,,,,"PSC 6803, Box 0800, APO AA 79548",,,,RBI,2018-04-18,Inactive,,2024-12-20
WL_000272,Lane Ltd,,Organization,Human Trafficking,0.83,Yemen,,,,,(611)883-5589,james38@example.org,,OFAC,2024-08-05,Active,,2025-07-23
WL_000273,MV Daniel Kelley,,Vessel,Politically Exposed Person (PEP),0.61,China,,,,,+1-531-562-0092x05852,,,EU,2017-03-25,Active,,2025-02-02
WL_000274,MV Tony Davis,,Vessel,Corruption,0.86,India,,,,"6758 Sherry Junctions, Rodriguezland, ME 31522",306-451-8467x74440,,,UN,2016-11-08,Under Review,Air paper knowledge Mr movie strategy. Value officer stage interesting leave month walk. Responsibility which job per might learn standard. Blue else our best report draw product defense.,2024-09-10
WL_000275,Stevens LLC,,Organization,Sanctions Violation,0.96,Nicaragua,,,,"96625 Ryan Motorway Apt. 671, Milestown, IA 51865",,,,OFAC,2020-02-23,Under Review,,2024-08-23
WL_000276,Victor Ferguson,,Individual,Tax Evasion,0.77,North Korea,1953-08-25,174096934,657-08-9382,,001-678-872-2780x7304,,,FATF,2021-06-23,Active,,2024-09-26
WL_000277,Norris LLC 488,,Aircraft,Organized Crime,0.73,Afghanistan,,,,,(327)214-3083x36926,,,SEBI,2018-07-26,Active,,2024-11-14
WL_000278,MV Julia Griffith,,Vessel,Tax Evasion,0.77,Yemen,,,,"0287 Lisa Parkway Suite 167, East Christinemouth, AL 61258",748-359-5358,,,ED,2018-05-04,Active,,2025-06-13
WL_000279,MV Harold Mckinney,,Vessel,Money Laundering,0.95,Pakistan,,,,,+1-222-721-0469,,,FATF,2019-08-03,Active,,2025-05-01
WL_000280,Cooper Inc Holdings,Gonzales LLC,Organization,Terrorism Financing,0.72,North Korea,,,,"901 Garcia Mill Suite 628, New Lance, SD 03107",,jimsantos@example.net,,ED,2018-12-30,Active,"Fine save several poor fight. Because power control top nature. Per man affect.
American usually act less pattern against nearly. Hair lead hour somebody exist science discuss pass.",2024-10-01
WL_000281,Tyrone Jenkins,,Individual,Organized Crime,0.61,Iraq,1990-07-04,800726075,,"USNV Kelly, FPO AA 89782",,,Chief Executive Officer,OFAC,2020-04-16,Active,,2024-09-28
WL_000282,Davis-Odom Gang,Kirby-West,Organization,Politically Exposed Person (PEP),0.87,Cuba,,,,"548 Cervantes Ranch, Lake Danielle, PR 96661",,,,OFAC,2016-12-31,Active,Southern star how attack investment surface young. Become couple set threat size develop determine win.,2025-01-31
WL_000283,MV Stephen Tran,,Vessel,Organized Crime,0.95,North Korea,,,,"07915 Brian Corners Apt. 151, Lake Brenda, TN 63419",,,,FATF,2023-05-31,Active,,2024-12-28
WL_000284,Hamilton-Ford,,Organization,Organized Crime,0.75,China,,,,"PSC 7371, Box 4663, APO AE 65233",838.414.9541,,,OFAC,2024-06-20,Inactive,,2025-07-03
WL_000285,Andrade Inc,Steele-Richmond,Organization,Organized Crime,0.96,Libya,,,,,,,,EU,2025-03-15,Inactive,,2024-11-21
WL_000286,Acosta-Holland 973,,Aircraft,Politically Exposed Person (PEP),0.75,Sudan,,,,"6902 Alex Crossroad, Juarezville, CO 62612",871.590.4160,,,SEBI,2016-01-16,Inactive,,2024-11-12
WL_000287,Rebecca Hopkins,Dawn Anderson; David Cook,Individual,Tax Evasion,0.73,Somalia,1986-03-02,454045974,,"344 Curtis Lake Apt. 395, Taylorton, VA 92255",001-643-819-0280x169,,Politician's assistant,RBI,2022-02-02,Under Review,,2025-01-01
WL_000288,"Salazar, Lynch and Jones 415",,Aircraft,Money Laundering,0.76,Cuba,,,,"2072 Kimberly Forges Apt. 256, East Lauren, GU 12467",,whitakerandrew@example.net,,SEBI,2021-10-15,Active,"Listen south event area couple. Between trouble whatever ahead.
Blood none job game final must long growth. Military green prevent.",2025-02-23
WL_000289,"Carlson, Hamilton and Kim",,Organization,Fraud,0.66,Myanmar,,,,,001-670-421-1359x535,,,RBI,2015-12-30,Active,"Government paper language may test. Personal pick early operation talk evening. Different leave conference.
Short money result. Already deep today right maybe.",2025-06-10
WL_000290,MV Robin White,,Vessel,Corruption,0.65,Iraq,,,,"3455 Adams Trail, East Seanton, IL 58659",001-532-336-5364,tanyalynch@example.org,,EU,2017-11-29,Under Review,,2024-08-10
WL_000291,"Ramirez, Hernandez and Taylor 894",,Aircraft,Sanctions Violation,0.83,Myanmar,,,,"2619 Zachary Lock Suite 467, Ashleyview, MI 76320",,aklein@example.net,,EU,2017-04-26,Active,Meeting policy should risk. Marriage type yeah answer war. Say hard actually operation argue mean.,2025-03-27
WL_000292,"Murphy, Maldonado and Powell",,Organization,Fraud,0.66,Lebanon,,,,,,clowe@example.org,,RBI,2015-08-23,Active,,2025-03-11
WL_000293,"Mills, Thompson and Goodwin 246",,Aircraft,Politically Exposed Person (PEP),0.75,India,,,,"82310 Page Valley Apt. 027, Diazchester, GA 84376",(346)550-8571,,,RBI,2021-11-01,Under Review,,2024-10-04
WL_000294,Ellis Inc 510,,Aircraft,Money Laundering,0.86,China,,,,"16556 Mitchell Street, Port Christine, NM 65857",,,,ED,2021-09-18,Under Review,,2025-06-22
WL_000295,Mclaughlin Group,,Organization,Human Trafficking,0.8,Afghanistan,,,,"584 Harry Manor, South Jennifer, ND 43146",,,,FATF,2016-06-04,Under Review,"Difference toward guess majority. Seek address across career.
Describe voice several increase. Majority different lot raise over animal.",2025-04-24
WL_000296,Alex Brown,,Individual,Tax Evasion,0.64,Belarus,1969-02-06,Y98218282,,"4716 Bell Track, Lake Danielport, KS 07659",(288)616-8432x172,,"Therapist, drama",SEBI,2017-07-18,Inactive,,2025-01-05
WL_000297,Michael Reynolds,Victoria Irwin; Michael Palmer,Individual,Terrorism Financing,0.69,Iran,1959-04-18,572264208,,"15170 Ralph Passage Apt. 709, East Katelyn, MS 35478",,,"Engineer, water",ED,2018-05-04,Inactive,,2025-02-02
WL_000298,MV Robin Ellison,,Vessel,Drug Trafficking,0.64,Iran,,,,,,,,SEBI,2019-09-03,Active,,2025-07-18
WL_000299,MV Regina Nelson,,Vessel,Sanctions Violation,0.71,China,,,,"94400 Hannah Skyway, South Sethmouth, DE 34196",(448)566-7769x126,ericnunez@example.com,,ED,2017-05-16,Inactive,"Door commercial benefit. Thing hold data meeting could instead.
Save Congress each not phone finally staff dream. Miss personal unit even address mind.",2024-12-23
WL_000300,Miller Group 398,,Aircraft,Drug Trafficking,0.99,Yemen,,,,"3107 Smith Divide, South Justin, WA 00671",001-936-723-7066x42926,jpatel@example.com,,RBI,2016-02-08,Under Review,,2024-12-26
WL_000301,Stefanie Sharp,,Individual,Fraud,0.9,Yemen,1966-05-27,,409-90-1848,"0153 David Mills Apt. 066, South Robertchester, UT 84191",,,"Conservator, museum/gallery",RBI,2023-07-16,Inactive,,2025-05-11
WL_000302,Brittany Parker,,Individual,Drug Trafficking,0.63,Pakistan,1970-05-29,471375011,650-89-2087,"Unit 7513 Box 2356, DPO AP 05771",001-405-776-5753x032,,,ED,2017-07-16,Under Review,"Including president training pass. Worry include wall shake security under. Food level work lead.
Fall issue letter maintain. Tv sense couple old safe carry technology.",2025-07-01
WL_000303,Rodgers-Schmidt,Hawkins Inc,Organization,Terrorism Financing,0.83,Syria,,,,"1005 Elizabeth Via Apt. 721, Port Andreastad, MI 05602",(369)525-2702,,,OFAC,2019-02-28,Under Review,Since party Democrat production. Station leader treat him ready sound. Budget how hour right enter these.,2024-11-02
WL_000304,"Velasquez, Gallagher and Lowery Front",,Organization,Politically Exposed Person (PEP),0.66,Iran,,,,,,john00@example.org,,SEBI,2017-02-17,Under Review,"Phone technology I able key score score. Lose here sell.
Their successful too inside yet must series. Government here drive recently receive guess.",2025-06-22
WL_000305,Michael Saunders,Tiffany Weaver; Ralph Garcia,Individual,Organized Crime,0.88,Sudan,1990-09-20,,,"3333 Buchanan Groves, Patrickborough, MI 30375",504.821.2519x01980,ashleytucker@example.org,,RBI,2024-03-18,Active,,2025-01-29
WL_000306,MV Patricia Lawrence,,Vessel,Organized Crime,0.99,Nicaragua,,,,,,ljones@example.net,,OFAC,2021-03-27,Inactive,Paper star impact west. Writer draw maybe painting. Stock appear expert friend poor. Speech serious just candidate.,2025-03-29
WL_000307,Ward PLC Holdings,,Organization,Sanctions Violation,0.91,Myanmar,,,,"21666 Gonzalez Station Suite 632, North Courtneystad, RI 92718",(533)823-4375x5975,,,FATF,2016-05-21,Active,,2025-01-26
WL_000308,Hunt LLC Holdings,,Organization,Human Trafficking,0.97,Lebanon,,,,"6937 Angela Inlet, Danielmouth, MI 08012",,,,SEBI,2020-12-11,Active,,2025-06-24
WL_000309,Bruce Cruz,,Individual,Drug Trafficking,0.74,Afghanistan,1946-10-18,,549-22-7235,"4534 Timothy Extensions Suite 288, New Catherineton, MO 20737",,,,FATF,2021-02-06,Under Review,"Executive level suddenly up. Finish response Congress study attention general yes.
Already since much back mean. Move country others Mr challenge. Issue open will worker. Every past white sure.",2024-11-15
WL_000310,"Evans, Schultz and Campbell Gang",Novak-Gardner,Organization,Tax Evasion,0.62,Afghanistan,,,,,861-282-4883x38367,,,SEBI,2024-05-28,Inactive,Compare military step less discussion maintain cup west. Fall community themselves notice rich low big. Address education environmental lot.,2025-05-13
WL_000311,Kaylee Smith,,Individual,Human Trafficking,0.97,Yemen,1950-08-15,,683-60-6649,,+1-846-456-6416x1237,edwinnavarro@example.org,,SEBI,2016-11-24,Under Review,Stock explain almost term than agreement cut. His firm sound energy hand enough. Free indeed resource onto sell provide. Peace nor remember either really.,2024-09-30
WL_000312,MV Lynn Beard,,Vessel,Corruption,0.92,Sudan,,,,"244 Flores Isle Suite 878, Lake Sharon, MD 82347",,,,UN,2020-03-29,Inactive,"Sea my player specific cultural. Argue bit care. Environmental prevent fill property environment certainly.
Audience class nothing leader. Quickly off fund maybe line.",2025-03-16
WL_000313,Villanueva-Bell Association,,Organization,Corruption,0.89,Iran,,,,"241 Smith Ports, Samanthaville, FL 20039",001-588-746-4138,twashington@example.net,,OFAC,2020-10-08,Active,,2025-01-24
WL_000314,West-Brown,Jackson Inc,Organization,Corruption,0.65,Somalia,,,,,782.405.3355,,,RBI,2017-02-27,Under Review,,2024-12-26
WL_000315,Cooper LLC 745,,Aircraft,Money Laundering,0.85,North Korea,,,,"876 Kevin Rest Suite 583, South Carolyntown, MP 62504",517.719.2787x71983,,,ED,2015-12-08,Active,,2024-10-09
WL_000316,MV Pamela Burke,,Vessel,Terrorism Financing,0.83,Iraq,,,,"043 Tina Wells, Lake Chad, TN 21953",,,,UN,2019-01-07,Active,"Special play real fine thought. Media sea player thing try.
Choose seat seven song discussion suddenly. Ever generation land within. Where politics trial. To reason say east oil property.",2025-02-24
WL_000317,Gonzales-Lucas Liberation Army,,Organization,Organized Crime,0.83,Russia,,,,"347 Poole Haven Apt. 699, East Jilltown, MH 33906",001-306-264-8406x0038,zacharyday@example.org,,ED,2016-06-28,Under Review,,2024-08-21
WL_000318,MV Sarah Hall,,Vessel,Money Laundering,0.71,North Korea,,,,"0931 Welch Prairie, Saundersbury, MN 43642",,wrighttimothy@example.com,,ED,2018-05-22,Active,"She feel often recognize over already artist.
Trouble hard upon kind country ability.",2025-08-03
WL_000319,Andrews-Smith 763,,Aircraft,Fraud,0.85,Pakistan,,,,"344 Roberts Green, Port Destinyhaven, NC 82291",+1-696-978-9804,,,OFAC,2015-11-28,Under Review,,2025-03-05
WL_000320,"Johnston, Turner and Eaton Council",,Organization,Human Trafficking,0.99,Iran,,,,,001-445-321-2950,,,ED,2025-03-23,Under Review,,2025-06-03
WL_000321,Ryan Owens,Joseph Cunningham; Matthew Ortiz,Individual,Money Laundering,0.69,North Korea,1969-10-25,,,"256 Jenny Estate, West Michael, OR 15198",,,,OFAC,2017-07-15,Under Review,,2025-07-22
WL_000322,Wolfe-Stafford Front,,Organization,Sanctions Violation,0.75,Iran,,,,,,,,ED,2024-11-03,Inactive,"Perform may appear set buy.
Sometimes position down yet. Must card collection seat wind camera college. Happen indeed drug turn.
Capital budget interest interest why serve wonder seem.",2024-12-17
WL_000323,Pratt-Nolan Coalition,,Organization,Sanctions Violation,0.64,Russia,,,,,,,,ED,2019-01-05,Inactive,,2024-10-19
WL_000324,"Taylor, Mann and Morrison Trust",,Organization,Terrorism Financing,0.77,Yemen,,,,"15697 Watkins Club, Kellybury, CA 49921",216.550.1799,,,RBI,2023-01-07,Under Review,,2024-11-30
WL_000325,Roberts-Li Syndicate,Long-Mcmillan,Organization,Corruption,0.69,China,,,,"1926 Veronica Turnpike, North Catherineberg, AS 14749",954-433-7429,,,OFAC,2024-05-04,Inactive,"Cut door station out look. Best explain bill.
Allow surface reveal pattern next its. Military gas same pass fish voice occur.",2025-04-26
WL_000326,MV David Johnson,,Vessel,Human Trafficking,0.94,Sudan,,,,"891 Michelle Islands Apt. 387, South Michaelshire, OK 01104",,,,FATF,2019-07-20,Under Review,"For parent reason she former method consider myself. Off house kid the heavy letter real. Management skill fish much leave push.
Night interest usually data coach. Land happen main.",2024-08-25
WL_000327,Carl Orr,Alexander Love,Individual,Fraud,0.66,Belarus,1993-04-01,S69314045,,"96658 Allen Parks Suite 768, Marshallmouth, WA 65809",390.719.6914,,,UN,2016-12-06,Inactive,Personal fish money concern source clear. Store explain per push modern. Health want few lawyer almost where can.,2024-09-25
WL_000328,MV Barry Garcia,,Vessel,Drug Trafficking,0.92,India,,,,"86907 Kerry Underpass, Campbellshire, RI 73559",6983939960,,,OFAC,2016-09-24,Inactive,,2025-06-17
WL_000329,MV Elizabeth Morgan,,Vessel,Drug Trafficking,0.69,Venezuela,,,,,(741)928-1278x69037,,,EU,2017-06-06,Inactive,,2024-11-28
WL_000330,MV Marissa Scott,,Vessel,Sanctions Violation,0.9,Iraq,,,,"198 Gary Ford, New Michaelport, NJ 49232",200-225-1160,veronicalester@example.net,,RBI,2025-07-20,Inactive,,2024-08-31
WL_000331,Kirk-Thompson Network,,Organization,Corruption,0.63,Nicaragua,,,,,,,,FATF,2022-09-27,Active,,2025-04-30
WL_000332,MV Bethany Thompson,,Vessel,Politically Exposed Person (PEP),0.98,China,,,,,(486)986-3420,mwright@example.com,,UN,2020-01-14,Active,"Policy girl talk can medical open protect. Scientist chance meeting single resource technology ago. They science young catch.
Measure race easy save team. Big know age character total real into.",2025-05-11
WL_000333,Kathleen Brown,Daniel Perry; Maurice Schneider; Dennis Brown,Individual,Terrorism Financing,0.97,Nicaragua,1984-01-16,,,"252 Mcbride Plains Suite 007, New Bridget, PA 36181",928.685.7945x431,,,UN,2018-04-07,Active,,2024-09-06
WL_000334,MV Daniel Burns,,Vessel,Organized Crime,0.65,North Korea,,,,"8506 Dominic Island, Sandersshire, VA 67473",,kgarcia@example.com,,FATF,2025-05-04,Inactive,"Turn exactly example realize. Common degree individual case. Indeed apply history perhaps whom natural.
On walk area suffer. Every skill ball way bad interesting have.",2025-04-14
WL_000335,MV Anthony Pope,,Vessel,Tax Evasion,0.89,Russia,,,,"PSC 7364, Box 3918, APO AP 08203",,,,EU,2023-03-25,Under Review,Same subject water than view provide. Four discussion position skin drop. Your friend walk push certainly may receive minute.,2025-08-01
WL_000336,MV Destiny Peterson,,Vessel,Drug Trafficking,0.73,China,,,,"437 Austin Lights, Harmontown, OH 75573",595-497-5888x2966,,,SEBI,2023-10-02,Inactive,,2024-10-09
WL_000337,Mary Martin,Kaylee Brady; Jeff Montoya; Mitchell Phelps,Individual,Politically Exposed Person (PEP),0.92,Iraq,1983-03-09,J22705749,405-40-7025,,,,,UN,2016-09-03,Under Review,,2025-03-28
WL_000338,Willie Gomez,Kenneth Chapman,Individual,Organized Crime,0.64,Yemen,1946-05-23,L83070490,,,,roylewis@example.net,,FATF,2024-04-25,Active,,2024-10-17
WL_000339,MV Donna Myers,,Vessel,Money Laundering,0.92,Belarus,,,,,,robert38@example.com,,SEBI,2016-04-21,Active,,2024-10-30
WL_000340,"Cortez, Morton and Nelson",,Organization,Corruption,0.81,Pakistan,,,,"396 Harvey Plains Suite 984, Gonzalezburgh, ID 44889",,,,SEBI,2020-11-03,Under Review,,2025-03-18
WL_000341,MV Joseph Jimenez,,Vessel,Money Laundering,0.6,Belarus,,,,,,,,OFAC,2017-11-30,Under Review,,2024-11-25
WL_000342,Jennifer Reed,John Gordon,Individual,Money Laundering,0.64,Iran,1967-12-05,,,"4846 Rachel Springs, West Kevinfurt, WI 39536",,samantha86@example.org,Chief Financial Officer,OFAC,2020-04-06,Under Review,,2024-11-28
WL_000343,"West, Smith and Taylor 791",,Aircraft,Sanctions Violation,0.94,Cuba,,,,"83142 Kimberly Mission Suite 650, Liuberg, WY 05996",+1-991-867-2045x61969,iwagner@example.com,,UN,2022-09-03,Inactive,"Develop people term return. Discuss explain site along rest project for.
It smile system economy break. Chair court ok here sound black campaign. She plan act order admit girl always.",2025-04-17
WL_000344,"Harvey, Brown and Williams 694",,Aircraft,Corruption,0.92,China,,,,"79270 Collin Village, Jeremyhaven, NC 84968",(880)727-1307x2082,,,EU,2018-08-06,Under Review,Always play choose receive receive quite everyone. Plan structure possible some. When drop different its open explain. Lot tell positive board.,2025-07-25
WL_000345,"York, Woodward and Clark Group",,Organization,Sanctions Violation,0.62,Mali,,,,"63169 Jeremiah Union Suite 131, Morganborough, NV 96645",,,,ED,2017-02-08,Active,"Project brother information wide card laugh. Effect seven into hand shake I. Daughter industry technology house benefit wind.
Him smile start whether ready always.",2025-04-24
WL_000346,MV Jessica Miller,,Vessel,Money Laundering,0.93,Iraq,,,,,,mark65@example.com,,RBI,2017-04-04,Under Review,,2024-10-28
WL_000347,MV Martin Miller,,Vessel,Human Trafficking,0.92,Myanmar,,,,,,,,ED,2016-02-29,Inactive,,2025-06-22
WL_000348,MV Carl Dunn,,Vessel,Fraud,0.8,Somalia,,,,"470 Kelly Lane Apt. 311, Brandonville, NE 34407",(911)767-2724x36521,,,SEBI,2021-10-13,Active,,2024-08-14
WL_000349,MV Erica Smith,,Vessel,Drug Trafficking,0.9,Cuba,,,,"1889 Kristina Squares, North Cody, AR 79366",6579564737,rushdiana@example.org,,EU,2021-12-10,Under Review,,2025-05-17
WL_000350,MV Kenneth English,,Vessel,Corruption,0.63,Myanmar,,,,,,,,OFAC,2016-11-30,Inactive,,2025-06-08
WL_000351,MV Jackie Bauer,,Vessel,Organized Crime,0.89,Venezuela,,,,"5885 Santos Cliffs, West Joseph, CO 78861",,,,EU,2016-09-30,Active,Food what politics condition hear wife red wall. Maybe mouth night message. Process own executive accept offer high low. Leave executive debate speech.,2025-06-04
WL_000352,Michael Hayes,,Individual,Politically Exposed Person (PEP),0.79,Belarus,1996-04-22,W17980020,143-95-0266,"66181 Campbell Spurs, Lucasmouth, PR 98232",,,"Teacher, early years/pre",UN,2016-03-13,Inactive,,2024-10-07
WL_000353,Carrie Owens,,Individual,Tax Evasion,0.93,Somalia,1998-01-09,J76982227,546-64-0566,"204 Nicholas Lodge, Antonioport, UT 05686",,,"Surveyor, hydrographic",ED,2021-12-25,Under Review,,2025-02-11
WL_000354,Crystal Williams,,Individual,Tax Evasion,0.92,Myanmar,1996-11-06,X19405265,,,,,,EU,2024-11-26,Active,"Mean only still. Open floor social range back. Town forward yet third lead success. Prepare something artist factor throw new would help.
Possible do relate part. Event fire field like marriage.",2024-12-08
WL_000355,Al-Nicole Alvarado,Alexis Phelps MD,Individual,Politically Exposed Person (PEP),0.81,Iraq,1986-12-06,K18243468,768-25-8154,"0907 Brandy Forks Apt. 824, Port Jasminehaven, SC 56605",,,Futures trader,RBI,2018-07-19,Under Review,,2024-10-23
WL_000356,Teresa Harrison,,Individual,Drug Trafficking,0.97,Cuba,1967-10-30,X50920533,504-18-2100,,,,Rural practice surveyor,UN,2016-08-20,Active,,2024-10-23
WL_000357,"Nelson, Glenn and Olson 141",,Aircraft,Fraud,0.99,India,,,,"5449 Christian Walk, Reedport, NH 18839",,scottkrueger@example.net,,EU,2023-02-07,Active,,2025-07-18
WL_000358,Jackson and Sons,Wilson-Clark,Organization,Politically Exposed Person (PEP),0.6,Pakistan,,,,,2753230088,,,RBI,2023-03-21,Inactive,"He lot this more. Material issue work board view recent.
Receive reach artist again work environmental computer. There protect lay discussion tonight door. Exactly mind material of four nice.",2025-03-06
WL_000359,Jason Glover,,Individual,Drug Trafficking,0.75,Sudan,1988-03-27,,896-92-6870,"PSC 0573, Box 3336, APO AE 37876",001-976-555-9759,xvillarreal@example.org,"Psychotherapist, child",ED,2023-07-04,Under Review,,2025-04-04
WL_000360,MV Mary Griffin,,Vessel,Politically Exposed Person (PEP),0.95,Sudan,,,,"344 Charles Mountain, Lake Peterburgh, MS 19247",4557874189,,,UN,2025-01-30,Under Review,,2024-09-01
WL_000361,Mohammed-Margaret Brown,Mary Love,Individual,Sanctions Violation,0.64,China,1968-08-28,,,"7824 Taylor Ports Suite 919, Martinstad, PW 60685",,,Child psychotherapist,ED,2016-05-16,Active,,2025-05-04
WL_000362,Robertson-Richard,,Organization,Organized Crime,0.63,Yemen,,,,"09322 Richard Square Suite 804, Phillipsfurt, MT 35458",,nchoi@example.net,,SEBI,2016-01-02,Active,"Blue impact financial. Series through international fear church.
Defense notice full food and force doctor eat. Enough appear view serve public for enough.",2025-05-18
WL_000363,MV Katrina Thompson,,Vessel,Corruption,0.94,Myanmar,,,,"Unit 5010 Box 7809, DPO AP 09975",+1-843-357-2479x4082,,,ED,2017-10-17,Active,"Prove pass another season human star.
See tonight station. Race discover deep.
Mission tell often plan. Believe difference while article.",2024-11-26
WL_000364,MV Amanda Murphy,,Vessel,Fraud,0.75,Cuba,,,,,001-392-488-7067,,,FATF,2024-09-02,Active,,2025-07-20
